t,f1,f2
0.575,0.150425,0.00115814
0.58,0.1486,0.00110292
0.585,0.146797,0.00105033
0.59,0.145015,0.00100024
0.595,0.143255,0.000952528
0.6,0.141516,0.000907092
0.605,0.139798,0.000863819
0.61,0.138101,0.000822605
0.615,0.136424,0.000783355
0.62,0.134768,0.000745974
0.625,0.133131,0.000710374
0.63,0.131514,0.000676469
0.635,0.129916,0.000644181
0.64,0.128338,0.000613431
0.645,0.126779,0.000584146
0.65,0.125238,0.000556258
0.655,0.123716,0.000529699
0.66,0.122213,0.000504407
0.665,0.120727,0.00048032
0.67,0.11926,0.000457383
0.675,0.11781,0.000435539
0.68,0.116378,0.000414738
0.685,0.114963,0.000394929
0.69,0.113565,0.000376065
0.695,0.112185,0.000358101
0.7,0.110821,0.000340994
0.705,0.109473,0.000324704
0.71,0.108142,0.000309191
0.715,0.106826,0.000294419
0.72,0.105527,0.000280351
0.725,0.104244,0.000266956
0.73,0.102976,0.0002542
0.735,0.101723,0.000242053
0.74,0.100486,0.000230486
0.745,0.0992632,0.000219471
0.75,0.0980556,0.000208983
0.755,0.0968626,0.000198995
0.76,0.0956841,0.000189484
0.765,0.0945199,0.000180428
0.77,0.0933698,0.000171804
0.775,0.0922337,0.000163592
0.78,0.0911114,0.000155772
0.785,0.0900027,0.000148326
0.79,0.0889074,0.000141236
0.795,0.0878254,0.000134485
0.8,0.0867566,0.000128056
0.805,0.0857007,0.000121934
0.81,0.0846577,0.000116105
0.815,0.0836273,0.000110554
0.82,0.0826095,0.000105269
0.825,0.081604,0.000100236
0.83,0.0806107,9.54436e-05
0.835,0.0796295,9.08803e-05
0.84,0.0786602,8.65351e-05
0.845,0.0777027,8.23976e-05
0.85,0.0767569,7.84579e-05
0.855,0.0758225,7.47065e-05
0.86,0.0748995,7.11344e-05
0.865,0.0739877,6.7733e-05
0.87,0.073087,6.44943e-05
0.875,0.0721972,6.14103e-05
0.88,0.0713183,5.84738e-05
0.885,0.07045,5.56777e-05
0.89,0.0695923,5.30152e-05
0.895,0.0687451,5.048e-05
0.9,0.0679081,4.80661e-05
0.905,0.0670813,4.57675e-05
0.91,0.0662646,4.35789e-05
0.915,0.0654578,4.14948e-05
0.92,0.0646608,3.95105e-05
0.925,0.0638735,3.7621e-05
0.93,0.0630958,3.58218e-05
0.935,0.0623275,3.41087e-05
0.94,0.0615686,3.24775e-05
0.945,0.060819,3.09242e-05
0.95,0.0600784,2.94453e-05
0.955,0.0593469,2.80371e-05
0.96,0.0586242,2.66962e-05
0.965,0.0579104,2.54194e-05
0.97,0.0572052,2.42037e-05
0.975,0.0565086,2.30461e-05
0.98,0.0558205,2.19439e-05
0.985,0.0551408,2.08944e-05
0.99,0.0544693,1.98951e-05
0.995,0.0538061,1.89435e-05
1,0.0531508,1.80375e-05
